Name,ItemLevel,Type,Subtype,Cost,Curse,Traits,Rarity,Bulk,Source,Adventuring,Alchemist,Arcane,Blacksmith,Scribe,Bowyer,General,Jewelry,Leatherworker,Music_Games,Illicit,Tailor,Temple,Armorer,Weaponsmith,Tattooist,Publisher_Source
Guardian Naga Scales,,,,,,,,,,,,,,,,,,,,,,,,,,
Gug Rawhide,,,,,,,,,,,,,,,,,,,,,,,,,,
Gug Skin,,,,,,,,,,,,,,,,,,,,,,,,,,
Gug Teeth,,,,,,,,,,,,,,,,,,,,,,,,,,
Guildmaster's Uniform,,,,,,,,,,,,,,,,,,,,,,,,,,
Guthallath Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,
Hag Coven Amulet,,,,,,,,,,,,,,,,,,,,,,,,,,
Harbormaster Ledger,,,,,,,,,,,,,,,,,,,,,,,,,,
Harpy Feathers,,,,,,,,,,,,,,,,,,,,,,,,,,
Heart of Treerazer,,,,,,,,,,,,,,,,,,,,,,,,,,
Heartstaff of the Simurgh,,,,,,,,,,,,,,,,,,,,,,,,,,
Hell Hound Blood,,,,,,,,,,,,,,,,,,,,,,,,,,
Hell Hound Fang,,,,,,,,,,,,,,,,,,,,,,,,,,
Helm of Charity,,,,,,,,,,,,,,,,,,,,,,,,,,
Helm of Command,,,,,,,,,,,,,,,,,,,,,,,,,,
Helm of Death Protection,,,,,,,,,,,,,,,,,,,,,,,,,,
Helm of Protection,,,,,,,,,,,,,,,,,,,,,,,,,,
Helm of Thought Guarding,,,,,,,,,,,,,,,,,,,,,,,,,,
Hive Mother Mandibles,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Ammunition,,,,,,,,,,,,,,,,,,,,,,,,,,
Holy Rune Framework,,,,,,,,,,,,,,,,,,,,,,,,,,
Homunculus Poison,,,,,,,,,,,,,,,,,,,,,,,,,,
Hooded Cloak,,,,,,,,,,,,,,,,,,,,,,,,,,
Horn of Cauthooj Screeching,,,,,,,,,,,,,,,,,,,,,,,,,,
Horn of Cloaker Moaning,,,,,,,,,,,,,,,,,,,,,,,,,,
Horn of Vrock Screeching,,,,,,,,,,,,,,,,,,,,,,,,,,
Horn of Owlbear Screeching,4,,,100,,"invested, magical",uncommon,,Harvest Compendium pg. 154,,,,,,,,,,,,,,,,,
Horned Archon Antlers,,,,,,,,,,,,,,,,,,,,,,,,,,
Hourglass of Lesser Death,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyaenodon Heart,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydra Blood,1,,,2,,ingredient,,,Harvest Compendium,,,,,,,,,,,,,,,,,
Hydra Teeth,,,,1,,creature-component,,,Harvest Compendium pg. 88,,,,,,,,,,,,,,,,,
Hyena Fangs,,,,,,,,,,,,,,,,,,,,,,,,,,
Ice Linnorm Hide,,,,,,,,,,,,,,,,,,,,,,,,,,
Illusion Dust,,,,,,,,,,,,,,,,,,,,,,,,,,
Imp Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Impure Acid,,,,1,,ingredient,,,Harvest Compendium pg. 16,,,,,,,,,,,,,,,,,
Innkeeper's Ledger,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Boots,,,,,,,,,,,,,,,,,,,,,,,,,,
Iron Golem Engine Core,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal,,,,,,,,,,,,,,,,,,,,,,,,,,
Judge's Robes,,,,,,,,,,,,,,,,,,,,,,,,,,
Keen Rune Framework,,,,,,,,,,,,,,,,,,,,,,,,,,
Keketar Tongue,,,,,,,,,,,,,,,,,,,,,,,,,,
Keyring,,,,,,,,,,,,,,,,,,,,,,,,,,
Kraken Blood,,,,,,,,,,,,,,,,,,,,,,,,,,
Kraken Rawhide,,,,,,,,,,,,,,,,,,,,,,,,,,
Krooth Teeth,,,,,,,,,,,,,,,,,,,,,,,,,,
Leopard Fangs,,,,,,,,,,,,,,,,,,,,,,,,,,
Leshy Sap,,,,,,,,,,,,,,,,,,,,,,,,,,
Leshy Spores,,,,,,,,,,,,,,,,,,,,,,,,,,
Leukodaemon Feathers,,,,,,,,,,,,,,,,,,,,,,,,,,
Leukodaemon Skull,,,,,,,,,,,,,,,,,,,,,,,,,,
Lich Nail,,,,,,,,,,,,,,,,,,,,,,,,,,
Lightning Concentrate,,,,,,,,,,,,,,,,,,,,,,,,,,
Linnorm Blood,,,,,,,,,,,,,,,,,,,,,,,,,,
Linnorm Tendons,,,,,,,,,,,,,,,,,,,,,,,,,,
Lion Fangs,,,,,,,,,,,,,,,,,,,,,,,,,,
Lion Head Teeth,,,,,,,,,,,,,,,,,,,,,,,,,,
Liquid Air,,,,,,,,,,,,,,,,,,,,,,,,,,
Long-Range Ammunition,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucky Feather,,,,,,,,,,,,,,,,,,,,,,,,,,
Lyrakien Wing Dust,,,,,,,,,,,,,,,,,,,,,,,,,,
Mage For Hire Spellbook,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammoth Tusk Tips,,,,,,,,,,,,,,,,,,,,,,,,,,
Mammoth Tusks,,,,,,,,,,,,,,,,,,,,,,,,,,
Mangled Marilith Breastplate,,,,,,,,,,,,,,,,,,,,,,,,,,
Manifesto,,,,,,,,,,,,,,,,,,,,,,,,,,
Manticore Claws,,,,,,,,,,,,,,,,,,,,,,,,,,
Manticore Wing,,,,,,,,,,,,,,,,,,,,,,,,,,
Mantis Mandibles,,,,,,,,,,,,,,,,,,,,,,,,,,
Mantle of Undetection,,,,,,,,,,,,,,,,,,,,,,,,,,
Map,,,,,,,,,,,,,,,,,,,,,,,,,,
Medical Textbook,,,,,,,,,,,,,,,,,,,,,,,,,,
Megaprimatus Fangs,,,,,,,,,,,,,,,,,,,,,,,,,,
Megaprimatus Head,,,,,,,,,,,,,,,,,,,,,,,,,,
Miner's Harness,,,,,,,,,,,,,,,,,,,,,,,,,,
Minotaur Nose Ring,,,,,,,,,,,,,,,,,,,,,,,,,,
Molten Flame,,,,,,,,,,,,,,,,,,,,,,,,,,
Monster Teeth,,,,,,,,,,,,,,,,,,,,,,,,,,
Monster Precision Ammunition,5,,,5,,"consumable, magical",,,Harvest Compendium pg. 146,,,,,,,,,,,,,,,,,
Mu Spore Teeth,,,,,,,,,,,,,,,,,,,,,,,,,,
Mu Spores,,,,,,,,,,,,,,,,,,,,,,,,,,
Mug Made from Pewter,,,,,,,,,,,,,,,,,,,,,,,,,,
Mukradi Legs,,,,,,,,,,,,,,,,,,,,,,,,,,
Mukradi Rawhide,,,,,,,,,,,,,,,,,,,,,,,,,,
Mummy Gauze Strips,,,,,,,,,,,,,,,,,,,,,,,,,,
Naga Tongue,,,,,,,,,,,,,,,,,,,,,,,,,,
Nessian Warhound Rawhide,,,,,,,,,,,,,,,,,,,,,,,,,,
Nightmare Fuel,,,,,,,,,,,,,,,,,,,,,,,,,,
Nightmare Smoke (Greater),,,,,,,,,,,,,,,,,,,,,,,,,,
Nightmare Smoke,,,,,,,,,,,,,,,,,,,,,,,,,,
Nilith Claws,,,,,,,,,,,,,,,,,,,,,,,,,,
Nilith Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,
Nilith Hide,,,,,,,,,,,,,,,,,,,,,,,,,,
Nymph Heart,,,,,,,,,,,,,,,,,,,,,,,,,,
Oblivion Extract,,,,,,,,,,,,,,,,,,,,,,,,,,
Octupus Ink,,,,,,,,,,,,,,,,,,,,,,,,,,
Oil of Evil Coating,,,,,,,,,,,,,,,,,,,,,,,,,,
Oil of Fire Coating,,,,,,,,,,,,,,,,,,,,,,,,,,
Oil of the Bastion,,,,,,,,,,,,,,,,,,,,,,,,,,
Ooze Goo (Greater),,,,,,,,,,,,,,,,,,,,,,,,,,
Ooze Goo (Lesser),,,,,,,,,,,,,,,,,,,,,,,,,,
Ooze Goo (Moderate),,,,,,,,,,,,,,,,,,,,,,,,,,
Otyugh Teeth,,,,,,,,,,,,,,,,,,,,,,,,,,
Owlbear Vocal Cords,4,,,15,,creature component,,,Harvest Compendium pg. 102,,,,,,,,,,,,,,,,,
Palace Insignia Chain Mail,,,,,,,,,,,,,,,,,,,,,,,,,,
Pegasus Feathers,,,,,,,,,,,,,,,,,,,,,,,,,,
Pegasus Tail Hair,,,,,,,,,,,,,,,,,,,,,,,,,,
Perfect Wemmuth Thorns,,,,,,,,,,,,,,,,,,,,,,,,,,
Phase Tiger Heart,6,,,50,,"consumable, creature-component, edible",uncommon,,Homebrew,,,,,,,,,,,,,,,,,Homebrew
Phoenix Ash,,,,,,,,,,,,,,,,,,,,,,,,,,
Pit Fiend Horns,,,,,,,,,,,,,,,,,,,,,,,,,,
Pixie Dust,,,,,,,,,,,,,,,,,,,,,,,,,,
Plant Precision Ammunition,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleroma Energy Cloak,,,,,,,,,,,,,,,,,,,,,,,,,,
Pleroma Energy Fabric,,,,,,,,,,,,,,,,,,,,,,,,,,
Poetry Book,,,,,,,,,,,,,,,,,,,,,,,,,,
Poison Base,,,,,,,,,,,,,,,,,,,,,,,,,,
Poracha Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,
Potion of Evil Resistance (Greater),,,,,,,,,,,,,,,,,,,,,,,,,,
Potion of Evil Resistance (Lesser),,,,,,,,,,,,,,,,,,,,,,,,,,
Potion of Evil Resistance (Moderate),,,,,,,,,,,,,,,,,,,,,,,,,,
Pouch of Rocks,,,,,,,,,,,,,,,,,,,,,,,,,,
Pouches of Filth,,,,,,,,,,,,,,,,,,,,,,,,,,
Projectile Spike,,,,,,,,,,,,,,,,,,,,,,,,,,
Protean Blood (Greater),,,,,,,,,,,,,,,,,,,,,,,,,,
Protean Blood,,,,,,,,,,,,,,,,,,,,,,,,,,
Protean Heart,,,,,,,,,,,,,,,,,,,,,,,,,,
Pure Earth Essence,,,,,,,,,,,,,,,,,,,,,,,,,,
Pure Flame Essence,,,,,,,,,,,,,,,,,,,,,,,,,,
Pure Frost Crystals,,,,,,,,,,,,,,,,,,,,,,,,,,
Pure Light,,,,,,,,,,,,,,,,,,,,,,,,,,
Quasit Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Quatoid Hide Strips,,,,,,,,,,,,,,,,,,,,,,,,,,
Quelaunt's Limbs,,,,,,,,,,,,,,,,,,,,,,,,,,
Quetzalcoatlus Skull,,,,,,,,,,,,,,,,,,,,,,,,,,
Quetzalcoatlus Talons,,,,,,,,,,,,,,,,,,,,,,,,,,
Radiant Tongue,,,,,,,,,,,,,,,,,,,,,,,,,,
Rakshasa Hand,,,,,,,,,,,,,,,,,,,,,,,,,,
Rakshasa Rawhide,,,,,,,,,,,,,,,,,,,,,,,,,,
Raw Fungi,,,,,,,,,,,,,,,,,,,,,,,,,,
Raw Plant Stems,,,,,,,,,,,,,,,,,,,,,,,,,,
Raw Meat,,,,2,,edible,,,Harvest Compendium pg. 10,,,,,,,,,,,,,,,,,
Reflecting Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,
Religious Symbol of Nethys,,,,,,,,,,,,,,,,,,,,,,,,,,
Religious Symbol of Pharasma,,,,,,,,,,,,,,,,,,,,,,,,,,
Religious Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,
Religious Text of Nethys,,,,,,,,,,,,,,,,,,,,,,,,,,
Remoraz Rawhide,,,,,,,,,,,,,,,,,,,,,,,,,,
Remorhaz Mandibles,,,,,,,,,,,,,,,,,,,,,,,,,,
Returning Rune Framework,,,,,,,,,,,,,,,,,,,,,,,,,,
Roc Feathers,,,,,,,,,,,,,,,,,,,,,,,,,,
Roper Eye,,,,,,,,,,,,,,,,,,,,,,,,,,
Roper Strands,,,,,,,,,,,,,,,,,,,,,,,,,,
Roper Teeth,,,,,,,,,,,,,,,,,,,,,,,,,,
Rugged Clothes with Tool Belt,,,,,,,,,,,,,,,,,,,,,,,,,,
Rust Monster Antennae,,,,,,,,,,,,,,,,,,,,,,,,,,
Salamander Scales,,,,,,,,,,,,,,,,,,,,,,,,,,
Scalpel,,,,,,,,,,,,,,,,,,,,,,,,,,
Scholarly Robes,,,,,,,,,,,,,,,,,,,,,,,,,,
Scroll Case Filled with Tax Documents,,,,,,,,,,,,,,,,,,,,,,,,,,
Scroll case with Ship's Charts,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea Serpent Blood,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea Serpent Fin,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea Serpent Teeth,,,,,,,,,,,,,,,,,,,,,,,,,,
Servant's Uniform,,,,,,,,,,,,,,,,,,,,,,,,,,
Serving Platter,,,,,,,,,,,,,,,,,,,,,,,,,,
Serving Tray,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Shift Cloak,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Stock,,,,,,,,,,,,,,,,,,,,,,,,,,
Shambler Vines,,,,,,,,,,,,,,,,,,,,,,,,,,
Shark Teeth,,,,,,,,,,,,,,,,,,,,,,,,,,
Shemhazian Pincher Points,,,,,,,,,,,,,,,,,,,,,,,,,,
Shemhazian Tail,,,,,,,,,,,,,,,,,,,,,,,,,,
Shemhazian Teeth,,,,,,,,,,,,,,,,,,,,,,,,,,
Shield Archon Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,
Shifter Solution,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiv,,,,,,,,,,,,,,,,,,,,,,,,,,
Shoggoth Goo,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuln Claws,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuln Fang,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuln Skeleton,,,,,,,,,,,,,,,,,,,,,,,,,,
Signet Ring,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Flask,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Injury Poison,,,,,,,,,,,,,,,,,,,,,,,,,,
Simurgh Blood,,,,,,,,,,,,,,,,,,,,,,,,,,
Simurgh Fangs,,,,,,,,,,,,,,,,,,,,,,,,,,
Simurgh Heart,,,,,,,,,,,,,,,,,,,,,,,,,,
Skeletal Lore Necklace,,,,,,,,,,,,,,,,,,,,,,,,,,
Skullcap of Treerazer,,,,,,,,,,,,,,,,,,,,,,,,,,
Skulltaker Skull,,,,,,,,,,,,,,,,,,,,,,,,,,
Skulltaker's Shroud,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleep Gas,,,,,,,,,,,,,,,,,,,,,,,,,,
Slippery Slime,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Wemmuth Vines,,,,,,,,,,,,,,,,,,,,,,,,,,
Smilodon Fangs,,,,,,,,,,,,,,,,,,,,,,,,,,
Snakeskin (Ball Python),,,,,,,,,,,,,,,,,,,,,,,,,,
Snakeskin (Giant Anaconda),,,,,,,,,,,,,,,,,,,,,,,,,,
Snakeskin (Giant Viper),,,,,,,,,,,,,,,,,,,,,,,,,,
Snakeskin (Viper),,,,,,,,,,,,,,,,,,,,,,,,,,
Soul Gem,,,,,,,,,,,,,,,,,,,,,,,,,,
Spell Essence,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphinx Claws,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphinx Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,
Sphinx Feathers,,,,,,,,,,,,,,,,,,,,,,,,,,
Spider Silk,2,,,5,,ingredient,,,Harvest Compendium pg. 117,,,,,,,,,,,,,,,,,
Spirit Cloth,,,,,,,,,,,,,,,,,,,,,,,,,,
Stegosaurus Dorsal Plates,,,,,,,,,,,,,,,,,,,,,,,,,,
Sticky Adhesive,,,,,,,,,,,,,,,,,,,,,,,,,,
Stone Golem Engine Core,,,,,,,,,,,,,,,,,,,,,,,,,,
Stony Basilisk Eyes,2,,,10,,ingredient,,,Harvest Compendium,,,,,,,,,,,,,,,,,
Striking Rune Framework,,,,,,,,,,,,,,,,,,,,,,,,,,
Stuffed Spider Doll,,,,,,,,,,,,,,,,,,,,,,,,,,
Succubus Horns,,,,,,,,,,,,,,,,,,,,,,,,,,
Succubus Tongue,,,,,,,,,,,,,,,,,,,,,,,,,,
Swift Water,,,,,,,,,,,,,,,,,,,,,,,,,,
Sylvan Wineskin,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarn Linnorm Hide,,,,,,,,,,,,,,,,,,,,,,,,,,
Tax Ledgers,,,,,,,,,,,,,,,,,,,,,,,,,,
Terotricus Infestation Spores,,,,,,,,,,,,,,,,,,,,,,,,,,
Textbook,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiefling Spellbook,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiger Fangs,2,,,5,,"consumable, magical, talisman",uncommon,,Harvest Compendium pg. 25,,,,,,,,,,,,,,,,,
Tiny Plague Doctor Mask,,,,,,,,,,,,,,,,,,,,,,,,,,
Tor Linnorm Hide,,,,,,,,,,,,,,,,,,,,,,,,,,
Toxic (Greater),,,,,,,,,,,,,,,,,,,,,,,,,,
Toxic,,,,,,,,,,,,,,,,,,,,,,,,,,
Triceratops Horns,,,,,,,,,,,,,,,,,,,,,,,,,,
Troll Blood,,,,,,,,,,,,,,,,,,,,,,,,,,
Troll Claws,,,,,,,,,,,,,,,,,,,,,,,,,,
Troll Teeth,,,,,,,,,,,,,,,,,,,,,,,,,,
Trueseeing Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrannosaurus Claws,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrannosaurus Head,,,,,,,,,,,,,,,,,,,,,,,,,,
Undead Bone Dust,,,,,,,,,,,,,,,,,,,,,,,,,,
Unicorn Horn,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Amnesia Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Azure Worm Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Chuul Paralytic Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Crag Linnorm Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Crimson Worm Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Dark Naga Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Drider Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Ether Spider Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Giant Monitor Lizard Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Giant Octopus Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Giant Viper Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Guardian Naga Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Ice Linnorm Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Jungle Drake Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Kraken Ink Poison,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Pit Fiend Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Reefclaw Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Sea Serpent Algae,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Serpent Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Shuln Saliva,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Sin Spirit (Envy),,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Sin Spirit (Gluttony),,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Sin Spirit (Greed),,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Sin Spirit (Lust),,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Sin Spirit (Pride),,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Sin Spirit (Sloth),,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Sin Spirit (Wrath),,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Tarn Linnorm Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Tor Linnorm Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Viper Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Wasp Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Web Lurker Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Wyvern Venom,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Zombie Rot Cure,,,,,,,,,,,,,,,,,,,,,,,,,,
Unprocessed Giant Tarantula Venom,5,,,25,,"alchemical, consumable, injury, poison, processed",,,Harvest Compendium pg. 117,,,,,,,,,,,,,,,,,
Unprocessed Goliath Spider Venom,10,,,175,,"alchemical, consumable, injury, poison, processed",,,Harvest Compendium pg. 117,,,,,,,,,,,,,,,,,
Unprocessed Hunting Spider Venom,1,,,3,,"alchemical, consumable, injury, poison, processed",,,Harvest Compendium pg. 117,,,,,,,,,,,,,,,,,
Unstable Kraken Ink,,,,,,,,,,,,,,,,,,,,,,,,,,
Unsweet Dreams,,,,,,,,,,,,,,,,,,,,,,,,,,
Vampire Blood,,,,,,,,,,,,,,,,,,,,,,,,,,
Vampire Fangs,,,,,,,,,,,,,,,,,,,,,,,,,,
Vampiric Ammunition,,,,,,,,,,,,,,,,,,,,,,,,,,
Veiled Master Tentacles,,,,,,,,,,,,,,,,,,,,,,,,,,
Velociraptor Claw,,,,,,,,,,,,,,,,,,,,,,,,,,
Vorpal Rune Framework,,,,,,,,,,,,,,,,,,,,,,,,,,
Vrock Feathers,,,,,,,,,,,,,,,,,,,,,,,,,,
Vrock Rawhide,,,,,,,,,,,,,,,,,,,,,,,,,,
Vrock Vocal Cords,,,,,,,,,,,,,,,,,,,,,,,,,,
Warg Fangs,2,,,5,,"consumable, magical, talisman",uncommon,,Harvest Compendium pg. 122,,,,,,,,,,,,,,,,,
Weakening Gas,,,,,,,,,,,,,,,,,,,,,,,,,,
Weapon Potency Rune Framework,,,,,,,,,,,,,,,,,,,,,,,,,,
Wendigo Antlers,,,,,,,,,,,,,,,,,,,,,,,,,,
Wendigo Blood,,,,,,,,,,,,,,,,,,,,,,,,,,
Wendigo Eyes,,,,,,,,,,,,,,,,,,,,,,,,,,
Wendigo Pelt,,,,,,,,,,,,,,,,,,,,,,,,,,
Were Blood,,,,,,,,,,,,,,,,,,,,,,,,,,
Whirlwind Vial (Lesser),,,,,,,,,,,,,,,,,,,,,,,,,,
Wight Hand,,,,,,,,,,,,,,,,,,,,,,,,,,
Winter Cloak,5,,,150,,"invested, magical",uncommon,,Harvest Compendium pg. 156,,,,,,,,,,,,,,,,,
Witchwarg Pelt,5,,,,,creature-component,,,Harvest Compendium pg. 122,,,,,,,,,,,,,,,,,
Witchwarg Teeth,2,,,5,,"consumable, magical, talisman",uncommon,,Harvest Compendium pg. 122,,,,,,,,,,,,,,,,,
Work Coat,,,,,,,,,,,,,,,,,,,,,,,,,,
Wounding Rune Framework,,,,,,,,,,,,,,,,,,,,,,,,,,
Wyvern Teeth,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpha Venom Sac Catalyst,6,,,125,,"magical, poison, catalyst, consumable, volatile",Uncommon,,Chimeracrafting,,,,,,,,,,,,,,,,,
Bestial Crafter’s Codex,3,,,60,,"magical, invested, chimeric",Rare,,Homebrew,,,,,,,,,,,,,,,,,Homebrew
Bow of the Eight Legs,7,,,340,,"magical, poison, deadly d10, volley 30 ft.",rare,,Homebrew,,,,,,,,,,,,,,,,,Homebrew
Chimeric Harvesting Tools,0,,,5,,,Uncommon,1,Homebrew,,,,,,,,,,,,,,,,,Homebrew
Codex of the Bound Menagerie,6,,,250,,"magical, invested, chimeric",Rare,,Homebrew,,,,,,,,,,,,,,,,,Homebrew
Codex of the Eidolonic Tapestry,10,,,-,,"magical, invested, chimeric, dream",Unique,,Homebrew,,,,,,,,,,,,,,,,,Homebrew
Cryopod Flask,6,,,120,,"magical, consumable, chimeric, cold",Rare,,Homebrew,,,,,,,,,,,,,,,,,Homebrew
Death's Mantle,7,,,340,,"magical, illusion, fear, emotion, occult",rare,,Homebrew,,,,,,,,,,,,,,,,,Homebrew
Fanged Maw Catalyst,6,,,100,,"magical, poison, catalyst, consumable, death",Uncommon,,Chimeracrafting,,,,,,,,,,,,,,,,,
Ghoul Light Lantern,10,,,900,,"magical, occult, light",uncommon,,Homebrew,,,,,,,,,,,,,,,,,Homebrew
Kyuss Worm Paste,5,,,150,,"consumable, magical",uncommon,L,Dungeon Magazine Issue 126 pg. 38,,,,,,,,,,,,,,,,,
Kyussbane Oil,5,,,150,,"consumable, magical",Uncommon,L,Dungeon Magazine Issue 126 pg. 38,,,,,,,,,,,,,,,,,
Lightning Sword,13,,,3000,,"electricity, magical, sonic",rare,,Homebrew,,,,,,,,,,,,,,,,,Homebrew
Organ Ward Resin,3,,,25,,"alchemical, consumable, chimeric",Uncommon,,Homebrew,,,,,,,,,,,,,,,,,Homebrew
Preserving Salts,1,,,5,,"alchemical, consumable",Common,,Homebrew,,,,,,,,,,,,,,,,,Homebrew
Prismatic Crystal Shard,1,,,5,,"ingredient, magical",,,Homebrew,,,,,,,,,,,,,,,,,Homebrew
Ring of the Wind Dukes,13,,,3000,,"air, electricity, invested, magical",rare,,Homebrew,,,,,,,,,,,,,,,,,Homebrew
Rod of Seven Parts - Fragment One,13,,,,,"artifact, healing, magical, invested",unique,,D&D 3rd Edition Conversion,,,,,,,,,,,,,,,,,
Seal of Law,13,,,,,"artifact, magical",unique,,,,,,,,,,,,,,,,,,,
Silver Diadem of Insight (Awakened),13,,,2800,,"invested, magical",unique,,3rd Edition D&D Conversion,,,,,,,,,,,,,,,,,
Silver Diadem of Insight,3,,,60,,"invested, magical",unique,,3rd Edition D&D Conversion,,,,,,,,,,,,,,,,,
Slimer's Slurp,5,,,29,,"consumable, potion",uncommon,,Homebrew,,,,,,,,,,,,,,,,,Homebrew
Superior Chimeric Harvesting Tools,3,,,75,,magical,Rare,1,Homebrew,,,,,,,,,,,,,,,,,Homebrew
Sword of Aaqa,13,,,3000,,"air, magical",Rare,,3rd Edition D&D Conversion,,,,,,,,,,,,,,,,,
Venomlash Blade,6,,,225,,"magical, poison",Uncommon,,Chimeracrafting,,,,,,,,,,,,,,,,,
Venomlash Talisman,6,,,125,,"magical, poison, talisman, consumable, volatile",Uncommon,,Chimeracrafting,,,,,,,,,,,,,,,,,
Wroggi Frill Catalyst,6,,,80,,"magical, consumable, emotion, fear, catalyst",Uncommon,,Chimeracrafting,,,,,,,,,,,,,,,,,
Wroggi Hide Mantle (Greater),12,,,1800,,"magical, poison, chimeric",Uncommon,,Chimeracrafting,,,,,,,,,,,,,,,,,
Wroggi Hide Mantle (Major),18,,,14000,,"magical, poison, hide",Uncommon,,Chimeracrafting,,,,,,,,,,,,,,,,,
Wroggi Hide Mantle,6,,,250,,"magical, poison, Chimeraic",Uncommon,,Chimeracrafting,,,,,,,,,,,,,,,,,
Icicle,16,,,10000,,"cold, magical, reach",,,Pathfinder GM Core pg. 242,,,,,,,,,,,,,,,,,Paizo
Icy Disposition,11,,,0,,"contract, invested, magical",rare,,Pathfinder #164: Hands of the Devil pg. 75,,,,,,,,,,,,,,,,,Paizo
Illusory Backdrop,10,,,900,,"illusion, magical, structure",rare,3,Pathfinder Lost Omens Rival Academies pg. 56,,,,,,,,,,,,,,,,,Paizo
Illusory Program,1,,,3,,"consumable, illusion, magical",uncommon,,Pathfinder Lost Omens Rival Academies pg. 53,,,,,,,,,,,,,,,,,Paizo
Immaculate Holsters,3,,,52,,"invested, magical",uncommon,,Pathfinder Guns & Gears pg. 180,,,,,,,,,,,,,,,,,Paizo
