item,path,target_layout,possible_database_matches,export_errors,Name,Source,Rarity,Traits,ItemLevel,AddedPrice,AddedPricePerBulk,Prerequisite,Type,Publisher_Source,Subtype,Cost,Curse,Bulk,Adventuring,Alchemist,Arcane,Blacksmith,Scribe,Bowyer,General,Jewelry,Leatherworker,Music_Games,Illicit,Tailor,Temple,Armorer,Weaponsmith,Tattooist
Specialist's Ring (Evocation),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\specialists-ring-(evocation).md,worn_item,Specialist's Ring,,Specialist's Ring (Evocation),Pathfinder Secrets of Magic,,"focused, invested, magical",10,,,,,Paizo,,1000,,,,,,,,,,,,,,,,,,
Specialist's Ring (Illusion),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\specialists-ring-(illusion).md,worn_item,Specialist's Ring,,Specialist's Ring (Illusion),Pathfinder Secrets of Magic,,"focused, illusion, invested, magical",10,,,,,Paizo,,1000,,,,,,,,,,,,,,,,,,
Specialist's Ring (Necromancy),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\specialists-ring-(necromancy).md,worn_item,Specialist's Ring,,Specialist's Ring (Necromancy),Pathfinder Secrets of Magic,,"focused, invested, magical",10,,,,,Paizo,,1000,,,,,,,,,,,,,,,,,,
Specialist's Ring (Transmutation),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\specialists-ring-(transmutation).md,worn_item,,,Specialist's Ring (Transmutation),Pathfinder Secrets of Magic,,"focused, invested, magical",10,,,,,Paizo,,1000,,,,,,,,,,,,,,,,,,
Spectacles of Discernment,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spectacles-of-discernment.md,worn_item,,,Spectacles of Discernment,Pathfinder #204: Stage Fright,Unique,magical,13,,,,,Paizo,,3000,,L,,,,,,,,,,,,,,,,
Spell Reservoir,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spell-reservoir.md,worn_item,,,Spell Reservoir,Pathfinder GM Core,Uncommon,magical,13,,,,,Paizo,,2700,,,,,,,,,,,,,,,,,,
Spellbreaking (Abjuration),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spellbreaking-(abjuration).md,worn_item,Spellbreaking,,Spellbreaking (Abjuration),Pathfinder Treasure Vault,,magical,13,,,,,Paizo,,3000,,,,,,,,,,,,,,,,,,
Spellbreaking (Conjuration),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spellbreaking-(conjuration).md,worn_item,,,Spellbreaking (Conjuration),Pathfinder Treasure Vault,,magical,13,,,,,Paizo,,3000,,,,,,,,,,,,,,,,,,
Spellbreaking (Divination),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spellbreaking-(divination).md,worn_item,Spellbreaking,,Spellbreaking (Divination),Pathfinder Treasure Vault,,magical,13,,,,,Paizo,,3000,,,,,,,,,,,,,,,,,,
Spellbreaking (Enchantment),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spellbreaking-(enchantment).md,worn_item,Spellbook of Redundant Enchantment,,Spellbreaking (Enchantment),Pathfinder Treasure Vault,,magical,13,,,,,Paizo,,3000,,,,,,,,,,,,,,,,,,
Spellbreaking (Evocation),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spellbreaking-(evocation).md,worn_item,Spellbreaking,,Spellbreaking (Evocation),Pathfinder Treasure Vault,,magical,13,,,,,Paizo,,3000,,,,,,,,,,,,,,,,,,
Spellbreaking (Illusion),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spellbreaking-(illusion).md,worn_item,Spellbreaking,,Spellbreaking (Illusion),Pathfinder Treasure Vault,,magical,13,,,,,Paizo,,3000,,,,,,,,,,,,,,,,,,
Spellbreaking (Necromancy),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spellbreaking-(necromancy).md,worn_item,Spellbreaking,,Spellbreaking (Necromancy),Pathfinder Treasure Vault,,magical,13,,,,,Paizo,,3000,,,,,,,,,,,,,,,,,,
Spellbreaking (Transmutation),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spellbreaking-(transmutation).md,worn_item,,,Spellbreaking (Transmutation),Pathfinder Treasure Vault,,magical,13,,,,,Paizo,,3000,,,,,,,,,,,,,,,,,,
Spellwatch,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spellwatch.md,worn_item,,,Spellwatch,Pathfinder Treasure Vault pg. 13,,magical,13,,,,,Paizo,,3000,,,,,,,,,,,,,,,,,,
Sphere of Annihilation,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\sphere-of-annihilation.md,worn_item,,,Sphere of Annihilation,Pathfinder Gamemastery Guide,Rare,"artifact, magical",27,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Spiced Demonade,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spiced-demonade.md,worn_item,,,Spiced Demonade,Pathfinder Lost Omens Rival Academies,Rare,"alchemical, consumable, elixir",2,,,,,Paizo,,8,,,,,,,,,,,,,,,,,,
Spider Chair,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spider-chair.md,worn_item,Spiked Chain,,Spider Chair,Pathfinder Guns & Gears,Uncommon,"clockwork, magical",12,,,,,Paizo,,1800,,3,,,,,,,,,,,,,,,,
Spider Gun (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spider-gun-(greater).md,worn_item,,,Spider Gun (Greater),Pathfinder Guns & Gears,Uncommon,magical,9,,,,,Paizo,,1400,,2,,,,,,,,,,,,,,,,
Spider Gun (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spider-gun-(major).md,worn_item,,,Spider Gun (Major),Pathfinder Guns & Gears,Uncommon,magical,15,,,,,Paizo,,6500,,2,,,,,,,,,,,,,,,,
Spider Gun,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spider-gun.md,worn_item,,,Spider Gun,Pathfinder Guns & Gears,Uncommon,magical,6,,,,,Paizo,,250,,2,,,,,,,,,,,,,,,,
Spider Mold,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spider-mold.md,worn_item,,,Spider Mold,Pathfinder One-Shot #2: Dinner at Lionlodge,Uncommon,"alchemical, consumable, ingested, poison",4,,,,,Paizo,,20,,L,,,,,,,,,,,,,,,,
Spider Satchel (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spider-satchel-(greater).md,worn_item,Wind-Catcher (Greater); Spiny Lodestone (Greater); Spiderfoot Brew (Greater),,Spider Satchel (Greater),Pathfinder #203: Shepherd of Decay,Uncommon,"alchemical, bomb, consumable, poison, splash",12,,,,,Paizo,,350,,L,,,,,,,,,,,,,,,,
Spider Satchel (Lesser),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spider-satchel-(lesser).md,worn_item,,,Spider Satchel (Lesser),Pathfinder #203: Shepherd of Decay,Uncommon,"alchemical, bomb, consumable, poison, splash",2,,,,,Paizo,,6,,L,,,,,,,,,,,,,,,,
Spider Satchel (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spider-satchel-(major).md,worn_item,,,Spider Satchel (Major),Pathfinder #203: Shepherd of Decay,Uncommon,"alchemical, bomb, consumable, poison, splash",18,,,,,Paizo,,4000,,L,,,,,,,,,,,,,,,,
Spider Satchel (Moderate),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spider-satchel-(moderate).md,worn_item,Spiderfoot Brew (Moderate); Sea Touch Elixir (Moderate),,Spider Satchel (Moderate),Pathfinder #203: Shepherd of Decay,Uncommon,"alchemical, bomb, consumable, poison, splash",4,,,,,Paizo,,16,,L,,,,,,,,,,,,,,,,
Spike Launcher,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spike-launcher.md,worn_item,,,Spike Launcher,Pathfinder Guns & Gears,Uncommon,"backstabber, fatal-aim-d12, kickback, magical",6,,,,,Paizo,,250,,2,,,,,,,,,,,,,,,,
Spikes,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\Spikes.md,worn_item,Spike Snare,unrecognized Publisher_Source for source='',Spikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spirit Bulb (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spirit-bulb-(greater).md,worn_item,Spiritual Warhorn (Greater); Spirit-Sealing Fulu (Greater),,Spirit Bulb (Greater),Pathfinder GM Core,Uncommon,"consumable, magical, plant",12,,,,,Paizo,,300,,,,,,,,,,,,,,,,,,
Spirit Bulb (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spirit-bulb-(major).md,worn_item,Spiritual Warhorn (Major),,Spirit Bulb (Major),Pathfinder GM Core,Uncommon,"consumable, magical, plant",14,,,,,Paizo,,500,,,,,,,,,,,,,,,,,,
Spirit Bulb,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spirit-bulb.md,worn_item,Spirit,,Spirit Bulb,Pathfinder GM Core,Uncommon,"consumable, magical, plant",10,,,,,Paizo,,200,,,,,,,,,,,,,,,,,,
Spleen Bloodstone of Arazni,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spleen-bloodstone-of-arazni.md,worn_item,,,Spleen Bloodstone of Arazni,Pathfinder Claws of the Tyrant,Unique,"artifact, divine",11,,,,,Paizo,,0,,1,,,,,,,,,,,,,,,,
Splendid Skull Mask,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\Splendid Skull Mask.md,worn_item,,unrecognized Publisher_Source for source='',Splendid Skull Mask,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Splint,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\Splint.md,worn_item,Splint mail; Sling,unrecognized Publisher_Source for source='',Splint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spoon Gun,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\Spoon Gun.md,worn_item,,unrecognized Publisher_Source for source='',Spoon Gun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spore Shephard's Staff (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spore-shephards-staff-(greater).md,worn_item,Spore Shepherd's Staff (Greater); Spore Shepherd's Staff (Major); Spore Shepherd's Staff,,Spore Shephard's Staff (Greater),Pathfinder #193: Mantle of Gold,Uncommon,"magical, staff, two-hand-d8",8,,,,,Paizo,,475,,1,,,,,,,,,,,,,,,,
Spore Shephard's Staff (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spore-shephards-staff-(major).md,worn_item,Spore Shepherd's Staff (Major); Spore Shepherd's Staff; Spore Shepherd's Staff (Greater),,Spore Shephard's Staff (Major),Pathfinder #193: Mantle of Gold,Uncommon,"magical, staff, two-hand-d8",4,,,,,Paizo,,100,,1,,,,,,,,,,,,,,,,
Spore Shephard's Staff,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spore-shephards-staff.md,worn_item,Spore Shepherd's Staff; Spore Shepherd's Staff (Major); Spore Shepherd's Staff (Greater),,Spore Shephard's Staff,Pathfinder #193: Mantle of Gold,Uncommon,"magical, staff, two-hand-d8",4,,,,,Paizo,,100,,1,,,,,,,,,,,,,,,,
Spray Pellets,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\Spray Pellets.md,worn_item,,unrecognized Publisher_Source for source='',Spray Pellets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spring Heel,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spring-heel.md,worn_item,Pinwheel,,Spring Heel,Pathfinder Treasure Vault,Uncommon,"clockwork, mechanical",5,,,,,Paizo,,150,,1,,,,,,,,,,,,,,,,
Spyglass Eye,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\spyglass-eye.md,worn_item,Spyglass; Spyglass (Fine),,Spyglass Eye,Pathfinder Treasure Vault,,magical,5,,,,,Paizo,,160,,L,,,,,,,,,,,,,,,,
St. Alkitarem's Eye,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\st.-alkitarems-eye.md,worn_item,,,St. Alkitarem's Eye,Pathfinder #152: Legacy of the Lost God,Unique,"invested, magical",2,,,,,Paizo,,28,,,,,,,,,,,,,,,,,,
Staff of Arcane Might (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-arcane-might-(greater).md,worn_item,Staff of Earth (Greater); Staff of Air (Greater); Staff of Control (Greater),,Staff of Arcane Might (Greater),Pathfinder GM Core,Rare,"magical, staff, two-hand-d8",16,,,,,Paizo,,10000,,1,,,,,,,,,,,,,,,,
Staff of Arcane Might (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-arcane-might-(major).md,worn_item,Staff of Earth (Major); Staff of Air (Major),,Staff of Arcane Might (Major),Pathfinder GM Core,Rare,"magical, staff, two-hand-d8",20,,,,,Paizo,,90000,,1,,,,,,,,,,,,,,,,
Staff of Arcane Might,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-arcane-might.md,worn_item,,,Staff of Arcane Might,Pathfinder GM Core,Rare,"magical, staff, two-hand-d8",12,,,,,Paizo,,1900,,1,,,,,,,,,,,,,,,,
Staff of Sun Wukong,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\staff-of-sun-wukong.md,worn_item,Staff of Summoning,,Staff of Sun Wukong,Pathfinder Lost Omens Tian Xia Character Guide,Unique,"artifact, divine, monk, parry, reach, trip",20,,,,,Paizo,,0,,2,,,,,,,,,,,,,,,,
Stage Magician's Cloak,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stage-magicians-cloak.md,worn_item,,,Stage Magician's Cloak,Pathfinder #204: Stage Fright,Unique,"invested, magical",13,,,,,Paizo,,3000,,L,,,,,,,,,,,,,,,,
Standard Astrolabe,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\standard-astrolabe.md,worn_item,,,Standard Astrolabe,Pathfinder Lost Omens Pathfinder Society Guide,Uncommon,,2,,,,,Paizo,,30,,L,,,,,,,,,,,,,,,,
Standard Book of Translation (Tien),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\standard-book-of-translation-(tien).md,worn_item,,,Standard Book of Translation (Tien),Pathfinder Lost Omens Pathfinder Society Guide,Uncommon,,2,,,,,Paizo,,25,,L,,,,,,,,,,,,,,,,
Starfaring Cloak,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\starfaring-cloak.md,worn_item,,,Starfaring Cloak,Pathfinder Treasure Vault,Unique,"artifact, divine, invested, light",24,,,,,Paizo,,0,,L,,,,,,,,,,,,,,,,
Starless Scope Lens,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\starless-scope-lens.md,worn_item,Starless Scope,,Starless Scope Lens,Pathfinder Adventure: Malevolence,Rare,,9,,,,,Paizo,,100,,,,,,,,,,,,,,,,,,
Static Muscular Relay,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\static-muscular-relay.md,worn_item,,,Static Muscular Relay,Pathfinder Lost Omens Rival Academies,Uncommon,"consumable, electricity, gadget",10,,,,,Paizo,,180,,L,,,,,,,,,,,,,,,,
Steam Winch,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\steam-winch.md,worn_item,,,Steam Winch,Pathfinder Guns & Gears,Rare,steam,8,,,,,Paizo,,425,,2,,,,,,,,,,,,,,,,
Steamflight Pack,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\steamflight-pack.md,worn_item,,,Steamflight Pack,Pathfinder Guns & Gears,Rare,"clockwork, steam",15,,,,,Paizo,,6000,,2,,,,,,,,,,,,,,,,
Stepping Stone Shot (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stepping-stone-shot-(greater).md,worn_item,Blasting Stone (Greater); Weapon Shot (Greater),,Stepping Stone Shot (Greater),Pathfinder Guns & Gears,Uncommon,"consumable, magical",10,,,,,Paizo,,185,,,,,,,,,,,,,,,,,,
Stepping Stone Shot,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stepping-stone-shot.md,worn_item,,,Stepping Stone Shot,Pathfinder Guns & Gears,Uncommon,"consumable, magical",7,,,,,Paizo,,65,,,,,,,,,,,,,,,,,,
Stone of Unrivaled Skill,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stone-of-unrivaled-skill.md,worn_item,,,Stone of Unrivaled Skill,Pathfinder Dark Archive,Rare,"contract, invested, magical",17,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Stony Hag Eye,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stony-hag-eye.md,worn_item,,,Stony Hag Eye,Pathfinder #182: Graveclaw,Rare,"invested, occult, scrying",6,,,,,Paizo,,250,,,,,,,,,,,,,,,,,,
Storied Skin,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\storied-skin.md,worn_item,Striking,,Storied Skin,Pathfinder #207: The Resurrection Flood,Uncommon,"invested, magical, tattoo",3,,,,,Paizo,,45,,,,,,,,,,,,,,,,,,
Storm Chair,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\storm-chair.md,worn_item,Storm Hammer,,Storm Chair,Pathfinder Guns & Gears,Rare,"electricity, magical",14,,,,,Paizo,,4400,,3,,,,,,,,,,,,,,,,
Stormshard (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stormshard-(greater).md,worn_item,Storm Flash (Greater); Crystal Shards (Greater); Shadow (Greater),,Stormshard (Greater),"Pathfinder #208: Hoof, Cinder, and Storm",Uncommon,magical,12,,,,,Paizo,,1800,,,,,,,,,,,,,,,,,,
Stormshard (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stormshard-(major).md,worn_item,Crystal Shards (Major),,Stormshard (Major),"Pathfinder #208: Hoof, Cinder, and Storm",Uncommon,magical,18,,,,,Paizo,,19000,,,,,,,,,,,,,,,,,,
stormshard,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\stormshard.md,worn_item,Storm Herald; Storm Hammer,unrecognized Publisher_Source for source='',stormshard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Striking (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\striking-(greater).md,worn_item,Rustbringer (Greater); Stanching (Greater); Rooting (Greater),,Striking (Greater),Pathfinder GM Core,,magical,12,,,,,Paizo,,1065,,,,,,,,,,,,,,,,,,
Striking (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\striking-(major).md,worn_item,Striking Snare; Striking; Stanching (Major),,Striking (Major),Pathfinder GM Core,,magical,19,,,,,Paizo,,31065,,,,,,,,,,,,,,,,,,
Subterfuge Suit,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\Subterfuge Suit.md,worn_item,,unrecognized Publisher_Source for source='',Subterfuge Suit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suit of Armoire,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\suit-of-armoire.md,worn_item,,,Suit of Armoire,Pathfinder Blog: April Fools,,"bulwark, invested, magical, common",13,,,,,Paizo,,0,,4,,,,,,,,,,,,,,,,
Sun Shot,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\Sun Shot.md,worn_item,Sun Sight,unrecognized Publisher_Source for source='',Sun Shot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Goggles,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\sun-goggles.md,worn_item,Stalk Goggles; Obsidian Goggles,,Sun Goggles,Pathfinder NPC Core,,,3,,,,,Paizo,,20,,,,,,,,,,,,,,,,,,
Sunken Pistol,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\sunken-pistol.md,worn_item,,,Sunken Pistol,Pathfinder Guns & Gears,Rare,"arcane, concussive, intelligent, scatter-5",8,,,,,Paizo,,0,,1,,,,,,,,,,,,,,,,
Support,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\Support.md,worn_item,,unrecognized Publisher_Source for source='',Support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symbol of Conflict (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\symbol-of-conflict-(greater).md,worn_item,,,Symbol of Conflict (Greater),Pathfinder GM Core,Uncommon,"divine, invested",10,,,,,Paizo,,900,,,,,,,,,,,,,,,,,,
Symbol of Conflict (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\symbol-of-conflict-(major).md,worn_item,,,Symbol of Conflict (Major),Pathfinder GM Core,Uncommon,"divine, invested",18,,,,,Paizo,,19000,,,,,,,,,,,,,,,,,,
Symbol of Conflict,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\S\symbol-of-conflict.md,worn_item,,,Symbol of Conflict,Pathfinder GM Core,Uncommon,"divine, invested",4,,,,,Paizo,,90,,,,,,,,,,,,,,,,,,
Talented Tap Shoes,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\talented-tap-shoes.md,worn_item,,,Talented Tap Shoes,Pathfinder Lost Omens Rival Academies,Rare,"invested, magical",11,,,,,Paizo,,1250,,L,,,,,,,,,,,,,,,,
Talisman of the Sphere,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\talisman-of-the-sphere.md,worn_item,,,Talisman of the Sphere,Pathfinder Gamemastery Guide,Rare,"artifact, magical",20,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Taljjae's Mask (The Beast),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\taljjaes-mask-(the-beast).md,worn_item,,,Taljjae's Mask (The Beast),Pathfinder Lost Omens Monsters of Myth,Unique,"invested, magical",18,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Taljjae's Mask (The General),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\taljjaes-mask-(the-general).md,worn_item,,,Taljjae's Mask (The General),Pathfinder Lost Omens Monsters of Myth,Unique,"invested, magical",18,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Taljjae's Mask (The Grandmother),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\taljjaes-mask-(the-grandmother).md,worn_item,,,Taljjae's Mask (The Grandmother),Pathfinder Lost Omens Monsters of Myth,Unique,"invested, magical",18,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Taljjae's Mask (The Hermit),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\taljjaes-mask-(the-hermit).md,worn_item,,,Taljjae's Mask (The Hermit),Pathfinder Lost Omens Monsters of Myth,Unique,"invested, magical",18,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Taljjae's Mask (The Hero),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\taljjaes-mask-(the-hero).md,worn_item,,,Taljjae's Mask (The Hero),Pathfinder Lost Omens Monsters of Myth,Unique,"invested, magical",18,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Taljjae's Mask (The Nobleman),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\taljjaes-mask-(the-nobleman).md,worn_item,,,Taljjae's Mask (The Nobleman),Pathfinder Lost Omens Monsters of Myth,Unique,"invested, magical",18,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Taljjae's Mask (The Wanderer),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\taljjaes-mask-(the-wanderer).md,worn_item,,,Taljjae's Mask (The Wanderer),Pathfinder Lost Omens Monsters of Myth,Unique,"invested, magical",18,,,,,Paizo,,0,,,,,,,,,,,,,,,,,,
Tangibility Resonator (Lesser),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\tangibility-resonator-(lesser).md,worn_item,,,Tangibility Resonator (Lesser),Pathfinder Lost Omens Rival Academies,Uncommon,"consumable, gadget, sonic",5,,,,,Paizo,,25,,L,,,,,,,,,,,,,,,,
Tangibility Resonator (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\tangibility-resonator-(major).md,worn_item,,,Tangibility Resonator (Major),Pathfinder Lost Omens Rival Academies,Uncommon,"consumable, gadget, sonic",17,,,,,Paizo,,2500,,L,,,,,,,,,,,,,,,,
Tangibility Resonator (Moderate),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\tangibility-resonator-(moderate).md,worn_item,,,Tangibility Resonator (Moderate),Pathfinder Lost Omens Rival Academies,Uncommon,"consumable, gadget, sonic",11,,,,,Paizo,,300,,L,,,,,,,,,,,,,,,,
Tears of the Last Azlanti,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\tears-of-the-last-azlanti.md,worn_item,,,Tears of the Last Azlanti,Pathfinder #156: The Apocalypse Prophet,,"arcane, artifact, invested, unique",25,,,,,Paizo,,0,,L,,,,,,,,,,,,,,,,
Temperbrand,F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\Temperbrand.md,worn_item,,,Temperbrand,Pathfinder Adventure: Prey for Death,Unique,"fire, magical, shove",20,,,,,Paizo,,70000,,2,,,,,,,,,,,,,,,,
Tenderizer Grenade (Greater),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\tenderizer-grenade-(greater).md,worn_item,Star Grenade (Greater); Peshspine Grenade (Greater),,Tenderizer Grenade (Greater),Pathfinder #203: Shepherd of Decay,Uncommon,"acid, alchemical, bomb, consumable, plant, splash",11,,,,,Paizo,,275,,L,,,,,,,,,,,,,,,,
Tenderizer Grenade (Lesser),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\tenderizer-grenade-(lesser).md,worn_item,Star Grenade (Lesser),,Tenderizer Grenade (Lesser),Pathfinder #203: Shepherd of Decay,Uncommon,"acid, alchemical, bomb, consumable, plant, splash",1,,,,,Paizo,,4,,L,,,,,,,,,,,,,,,,
Tenderizer Grenade (Major),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\tenderizer-grenade-(major).md,worn_item,Star Grenade (Major),,Tenderizer Grenade (Major),Pathfinder #203: Shepherd of Decay,Uncommon,"acid, alchemical, bomb, consumable, plant, splash",17,,,,,Paizo,,2750,,L,,,,,,,,,,,,,,,,
Tenderizer Grenade (Moderate),F:\Obsidian\PF2e-Core-Vault\3-Rules\Character Building\Equipment\T\tenderizer-grenade-(moderate).md,worn_item,Star Grenade (Moderate); Peshspine Grenade (Moderate),,Tenderizer Grenade (Moderate),Pathfinder #203: Shepherd of Decay,Uncommon,"acid, alchemical, bomb, consumable, plant, splash",3,,,,,Paizo,,12,,L,,,,,,,,,,,,,,,,
